USerID,TripID,Start Date Time,End Date Time,Trip Duration,Trip Run Time,"Average 
Speed
(Km/h)","Distance Covered
(Km)","Traffic Signal Violations
","Speed Violations
(in hours)","Keep Safe distance violations
(in hours)","Frequent lane change events
(count)"
UA000018,UA0000181522826411697,04/04/2018 07:20,04/04/2018 08:38,1.3,0.9,102,91.8,0,0.2,0,9
UA000018,UA0000181535353691054,08/27/2018 07:08,08/27/2018 10:26,3.3,2.1,100.8,211.7,1,0.2,0.3,12
UA000016,UA0000161540734691696,10/28/2018 13:51,10/28/2018 16:03,2.2,1.7,86.4,146.9,0,0.8,0.3,19
UA000018,UA0000181532721436511,07/27/2018 19:57,07/27/2018 22:27,2.5,1.8,103.2,185.8,3,0.2,0,16
UA000020,UA0000201551410223074,03/01/2019 03:17,03/01/2019 04:47,1.5,1.1,90,99,1,0.3,0.3,10
UA000012,UA0000121534666410847,08/19/2018 08:13,08/19/2018 11:55,3.7,2.9,78,226.2,3,0.7,0.5,17
UA000010,UA0000101549431303715,02/06/2019 05:35,02/06/2019 08:17,2.7,2,103.2,206.4,4,0.4,0.3,7
UA000020,UA0000201516182614076,01/17/2018 09:50,01/17/2018 13:38,3.8,2.6,108,280.8,0,1.3,0.2,11
UA000020,UA0000201545397445768,12/21/2018 13:04,12/21/2018 15:10,2.1,1.7,105.6,179.6,3,0.1,0.4,12
UA000017,UA0000171516482139220,01/20/2018 21:02,01/20/2018 21:32,0.5,0.5,93.6,46.8,3,0.2,0.1,15
UA000010,UA0000101518490630114,02/13/2018 02:57,02/13/2018 05:21,2.4,1.6,72,115.2,1,0.5,0.5,4
UA000015,UA0000151527564130182,05/29/2018 03:22,05/29/2018 06:40,3.3,3,98.4,295.2,1,0.8,0.2,11
UA000019,UA0000191528611398590,06/10/2018 06:16,06/10/2018 10:04,3.8,2.6,105.6,274.6,4,0.1,0.7,16
UA000019,UA0000191536319361735,09/07/2018 11:22,09/07/2018 14:04,2.7,2.1,106.8,224.3,3,1,0.1,16
UA000019,UA0000191532387486281,07/23/2018 23:11,07/24/2018 03:11,4,3.5,73.2,256.2,1,0.4,0.9,2
UA000010,UA0000101528079190417,06/04/2018 02:26,06/04/2018 06:26,4,3.2,92.4,295.7,1,0.8,0.1,9
UA000015,UA0000151537004440544,09/15/2018 09:40,09/15/2018 12:28,2.8,2.1,102,214.2,3,0.3,0,7
UA000013,UA0000131550660804958,02/20/2019 11:06,02/20/2019 15:06,4,2.5,78,195,1,0.2,0,5
UA000010,UA0000101531334372107,07/11/2018 18:39,07/11/2018 18:51,0.2,0.2,91.2,18.3,1,0,0,13
UA000019,UA0000191523682625614,04/14/2018 05:10,04/14/2018 07:04,1.9,1.2,75.6,90.8,2,0.3,0.1,2
UA000020,UA0000201525075079063,04/30/2018 07:57,04/30/2018 11:51,3.9,2.4,80.4,193,1,0.5,0,13
UA000020,UA0000201544052526243,12/05/2018 23:28,12/06/2018 02:40,3.2,2.2,74.4,163.7,4,0.1,0.1,19
UA000016,UA0000161549219743999,02/03/2019 18:49,02/03/2019 20:01,1.2,1,102,102,4,0.4,0.2,5
UA000017,UA0000171536717650535,09/12/2018 02:00,09/12/2018 02:12,0.2,0.2,85.2,17.1,2,0.1,0,1
UA000016,UA0000161527696725199,05/30/2018 16:12,05/30/2018 19:48,3.6,2.4,100.8,242,1,0.1,0.2,2
UA000018,UA0000181542201591955,11/14/2018 13:19,11/14/2018 15:01,1.7,1.4,87.6,122.7,3,0,0.4,4
UA000018,UA0000181516011065710,01/15/2018 10:11,01/15/2018 11:23,1.2,1,108,108,2,0,0.1,3
UA000020,UA0000201531922266822,07/18/2018 13:57,07/18/2018 14:45,0.8,0.5,104.4,52.2,3,0.2,0.1,2
UA000019,UA0000191517160023672,01/28/2018 17:20,01/28/2018 20:50,3.5,3.1,73.2,227,1,0.3,0.5,4
UA000016,UA0000161551660178969,03/04/2019 00:42,03/04/2019 01:54,1.2,0.8,76.8,61.5,1,0.4,0,16
UA000010,UA0000101537894587870,09/25/2018 16:56,09/25/2018 17:26,0.5,0.5,102,51,3,0,0.1,9
UA000019,UA0000191536133021262,09/05/2018 07:37,09/05/2018 09:07,1.5,1.2,74.4,89.3,4,0.2,0.2,12
UA000011,UA0000111517995924965,02/07/2018 09:32,02/07/2018 10:26,0.9,0.8,79.2,63.4,2,0.3,0.2,6
UA000013,UA0000131516482065912,01/20/2018 21:01,01/21/2018 00:55,3.9,2.5,78,195,2,1.1,0,14
UA000018,UA0000181545566747233,12/23/2018 12:05,12/23/2018 12:23,0.3,0.3,79.2,23.8,4,0.1,0.1,15
UA000013,UA0000131521689286843,03/22/2018 03:28,03/22/2018 04:58,1.5,1.4,106.8,149.6,3,0.4,0,14
UA000016,UA0000161526259841217,05/14/2018 01:04,05/14/2018 04:58,3.9,3.4,72,244.8,1,1.6,0.1,15
UA000010,UA0000101520083055119,03/03/2018 13:17,03/03/2018 13:59,0.7,0.5,102,51,2,0.1,0,3
UA000010,UA0000101523301485661,04/09/2018 19:18,04/09/2018 22:00,2.7,2,92.4,184.8,3,0.1,0.6,7
UA000013,UA0000131525900252435,05/09/2018 21:10,05/09/2018 23:16,2.1,1.8,88.8,159.9,0,0.2,0.2,15
UA000011,UA0000111528323038957,06/06/2018 22:10,06/06/2018 23:34,1.4,1.2,94.8,113.8,4,0.3,0.1,2
UA000010,UA0000101539181617146,10/10/2018 14:26,10/10/2018 16:08,1.7,1.1,104.4,114.9,2,0.4,0.2,7
UA000018,UA0000181533862084977,08/10/2018 00:48,08/10/2018 02:42,1.9,1.5,100.8,151.2,1,0,0.3,16
UA000016,UA0000161524594147779,04/24/2018 18:22,04/24/2018 19:04,0.7,0.5,82.8,41.4,0,0.1,0.1,19
UA000011,UA0000111524908586738,04/28/2018 09:43,04/28/2018 11:01,1.3,1,80.4,80.4,2,0.1,0.3,2
UA000015,UA0000151521440259692,03/19/2018 06:17,03/19/2018 08:23,2.1,1.6,104.4,167.1,2,0.2,0.3,3
UA000013,UA0000131535351841279,08/27/2018 06:37,08/27/2018 09:43,3.1,2.7,93.6,252.8,4,0.1,0.5,13
UA000013,UA0000131523599260234,04/13/2018 06:01,04/13/2018 07:19,1.3,1.1,85.2,93.8,1,0.3,0.3,16
UA000014,UA0000141539635723240,10/15/2018 20:35,10/15/2018 22:47,2.2,1.5,100.8,151.2,2,0.2,0.4,10
UA000018,UA0000181547183913958,01/11/2019 05:18,01/11/2019 06:48,1.5,1.2,102,122.4,4,0.5,0.2,11
UA000018,UA0000181531820254406,07/17/2018 09:37,07/17/2018 12:19,2.7,2.5,88.8,222,2,0.3,0.5,16
UA000017,UA0000171530812496073,07/05/2018 17:41,07/05/2018 21:11,3.5,2.9,80.4,233.2,2,1,0.3,10
UA000011,UA0000111520351004575,03/06/2018 15:43,03/06/2018 17:19,1.6,1.1,79.2,87.2,3,0.5,0.2,4
UA000019,UA0000191526654096146,05/18/2018 14:34,05/18/2018 17:34,3,2.1,73.2,153.8,3,0.3,0.5,13
UA000013,UA0000131529852574772,06/24/2018 15:02,06/24/2018 17:26,2.4,1.8,93.6,168.5,4,0.6,0.4,15
UA000017,UA0000171536848699569,09/13/2018 14:25,09/13/2018 17:19,2.9,2.3,87.6,201.5,2,0.3,0.2,19
UA000017,UA0000171517480357002,02/01/2018 10:19,02/01/2018 12:49,2.5,1.8,91.2,164.2,2,0.4,0.3,6
UA000019,UA0000191546446468146,01/02/2019 16:27,01/02/2019 17:09,0.7,0.6,86.4,51.9,2,0.2,0.1,3
UA000012,UA0000121525790258428,05/08/2018 14:37,05/08/2018 16:19,1.7,1.5,97.2,145.8,0,0.2,0.4,10
UA000017,UA0000171548379335521,01/25/2019 01:22,01/25/2019 03:52,2.5,2.3,103.2,237.4,0,1,0.7,14
UA000010,UA0000101529751475915,06/23/2018 10:57,06/23/2018 11:15,0.3,0.3,92.4,27.8,3,0.1,0,9
UA000020,UA0000201533921744348,08/10/2018 17:22,08/10/2018 18:28,1.1,0.9,86.4,77.8,3,0,0.2,4
UA000011,UA0000111527184553652,05/24/2018 17:55,05/24/2018 19:55,2,1.4,82.8,116,4,0.6,0,12
UA000020,UA0000201533886554858,08/10/2018 07:35,08/10/2018 08:35,1,0.9,75.6,68.1,1,0.4,0.1,2
UA000012,UA0000121515436300784,01/08/2018 18:31,01/08/2018 21:01,2.5,1.8,84,151.2,1,0.9,0.2,3
UA000011,UA0000111520749267148,03/11/2018 06:21,03/11/2018 07:33,1.2,0.9,75.6,68.1,3,0.4,0.2,17
UA000012,UA0000121544577728290,12/12/2018 01:22,12/12/2018 04:58,3.6,2.6,80.4,209.1,4,1.1,0.6,3
UA000017,UA0000171533913782614,08/10/2018 15:09,08/10/2018 18:09,3,2,97.2,194.4,0,0.4,0.1,17
UA000014,UA0000141521721223395,03/22/2018 12:20,03/22/2018 15:08,2.8,1.7,75.6,128.6,3,0.6,0.5,5
UA000011,UA0000111523037414345,04/06/2018 17:56,04/06/2018 19:44,1.8,1.6,108,172.8,1,0.6,0.5,4
UA000013,UA0000131541256698903,11/03/2018 14:51,11/03/2018 17:27,2.6,2.1,91.2,191.6,3,0.5,0.2,2
UA000013,UA0000131532703858138,07/27/2018 15:04,07/27/2018 17:52,2.8,2.4,105.6,253.5,3,0.8,0.6,6
UA000012,UA0000121550024788349,02/13/2019 02:26,02/13/2019 03:14,0.8,0.8,75.6,60.5,1,0.2,0,2
UA000019,UA0000191523312557494,04/09/2018 22:22,04/10/2018 01:10,2.8,2.1,91.2,191.6,2,0.9,0.7,12
UA000019,UA0000191518219492830,02/09/2018 23:38,02/10/2018 00:50,1.2,0.9,76.8,69.2,3,0.1,0.3,3
UA000013,UA0000131537375060738,09/19/2018 16:37,09/19/2018 17:37,1,0.8,88.8,71.1,1,0,0.1,9
UA000016,UA0000161546026481824,12/28/2018 19:48,12/28/2018 22:54,3.1,2.5,92.4,231,2,1.1,0.5,9
UA000013,UA0000131516869914377,01/25/2018 08:45,01/25/2018 11:27,2.7,2.5,76.8,192,1,0.3,0.4,2
UA000012,UA0000121540484066367,10/25/2018 16:14,10/25/2018 17:02,0.8,0.6,85.2,51.2,1,0.2,0.1,16
UA000020,UA0000201548520725521,01/26/2019 16:38,01/26/2019 17:14,0.6,0.5,98.4,49.2,3,0,0.1,5
UA000016,UA0000161537111425853,09/16/2018 15:23,09/16/2018 15:53,0.5,0.5,96,48,2,0.2,0,18
UA000020,UA0000201538032969636,09/27/2018 07:22,09/27/2018 09:16,1.9,1.8,103.2,185.8,2,0.6,0.4,5
UA000018,UA0000181516711801274,01/23/2018 12:50,01/23/2018 14:20,1.5,1.1,82.8,91.1,2,0.1,0.1,4
UA000019,UA0000191537478779197,09/20/2018 21:26,09/20/2018 22:32,1.1,1,90,90,3,0.2,0.2,11
UA000017,UA0000171535485989503,08/28/2018 19:53,08/28/2018 23:11,3.3,2.7,94.8,256,2,0.7,0.1,15
UA000016,UA0000161525938412626,05/10/2018 07:46,05/10/2018 08:40,0.9,0.8,81.6,65.3,1,0.4,0.1,1
UA000014,UA0000141537403138096,09/20/2018 00:25,09/20/2018 01:49,1.4,1,102,102,1,0.1,0.2,20
UA000020,UA0000201546313750493,01/01/2019 03:35,01/01/2019 05:29,1.9,1.4,106.8,149.6,3,0.5,0.3,14
UA000018,UA0000181527302515941,05/26/2018 02:41,05/26/2018 05:41,3,2.3,85.2,196,3,0.2,0.7,19
UA000016,UA0000161539490542115,10/14/2018 04:15,10/14/2018 07:45,3.5,3.2,84,268.8,3,0.3,0,10
UA000014,UA0000141523292091082,04/09/2018 16:41,04/09/2018 20:11,3.5,3.1,98.4,305.1,0,0.2,0.1,6
UA000017,UA0000171539470906471,10/13/2018 22:48,10/13/2018 23:12,0.4,0.3,98.4,29.6,3,0,0.1,15
UA000016,UA0000161520062284050,03/03/2018 07:31,03/03/2018 11:19,3.8,3,76.8,230.4,4,0.2,0.2,11
UA000018,UA0000181537247339032,09/18/2018 05:08,09/18/2018 05:56,0.8,0.7,105.6,74,0,0.1,0.2,2
UA000020,UA0000201541032680820,11/01/2018 00:38,11/01/2018 01:08,0.5,0.5,103.2,51.6,1,0.1,0,12
UA000010,UA0000101534055509362,08/12/2018 06:31,08/12/2018 08:49,2.3,1.5,75.6,113.4,2,0.4,0.4,10
UA000013,UA0000131541082456290,11/01/2018 14:27,11/01/2018 16:03,1.6,1.2,96,115.2,1,0.3,0.2,2
UA000016,UA0000161546133810058,12/30/2018 01:36,12/30/2018 03:24,1.8,1.1,82.8,91.1,1,0,0.4,15
UA000018,UA0000181524566675162,04/24/2018 10:44,04/24/2018 14:38,3.9,2.9,75.6,219.3,3,1.4,0.4,5
UA000015,UA0000151517069122313,01/27/2018 16:05,01/27/2018 17:47,1.7,1.2,90,108,2,0.1,0,4
UA000020,UA0000201549894820250,02/11/2019 14:20,02/11/2019 14:50,0.5,0.5,88.8,44.4,1,0.2,0.1,10
UA000011,UA0000111525151799166,05/01/2018 05:16,05/01/2018 07:04,1.8,1.5,90,135,3,0.4,0.3,2
UA000011,UA0000111529706916860,06/22/2018 22:35,06/23/2018 02:29,3.9,3.4,84,285.6,3,0.2,0.9,13
UA000017,UA0000171525851014342,05/09/2018 07:30,05/09/2018 10:18,2.8,2.1,74.4,156.3,1,1,0.7,6
UA000018,UA0000181535045162300,08/23/2018 17:26,08/23/2018 18:02,0.6,0.4,88.8,35.6,1,0,0.1,4
UA000019,UA0000191533978639443,08/11/2018 09:10,08/11/2018 12:40,3.5,2.7,82.8,223.6,3,0.5,0.8,15
UA000016,UA0000161543152333232,11/25/2018 13:25,11/25/2018 14:13,0.8,0.6,91.2,54.8,4,0.2,0.1,15
UA000019,UA0000191522416938097,03/30/2018 13:35,03/30/2018 15:11,1.6,1,76.8,76.8,1,0.2,0.3,9
UA000013,UA0000131528567579641,06/09/2018 18:06,06/09/2018 19:06,1,0.9,90,81,1,0.2,0.1,15
UA000014,UA0000141530803376594,07/05/2018 15:09,07/05/2018 15:39,0.5,0.5,78,39,2,0.1,0.1,17
UA000012,UA0000121521319877557,03/17/2018 20:51,03/18/2018 00:15,3.4,2.3,75.6,173.9,3,0.7,0,7
UA000015,UA0000151544864495385,12/15/2018 09:01,12/15/2018 11:43,2.7,1.9,94.8,180.2,3,0.7,0.6,16
UA000014,UA0000141529536130338,06/20/2018 23:08,06/20/2018 23:32,0.4,0.3,79.2,23.8,3,0.1,0.1,20
UA000019,UA0000191539794012461,10/17/2018 16:33,10/17/2018 16:45,0.2,0.2,88.8,17.8,1,0.1,0,1
UA000017,UA0000171546108897619,12/29/2018 18:41,12/29/2018 21:47,3.1,2.7,93.6,252.8,3,0.7,0.3,20
UA000017,UA0000171520861540774,03/12/2018 13:32,03/12/2018 17:32,4,3.4,78,265.2,1,1.1,0.3,6
UA000013,UA0000131526220329076,05/13/2018 14:05,05/13/2018 15:29,1.4,1.2,74.4,89.3,3,0.4,0.1,7
UA000019,UA0000191536976210534,09/15/2018 01:50,09/15/2018 04:32,2.7,1.9,80.4,152.8,0,0.9,0.5,20
UA000013,UA0000131540368699663,10/24/2018 08:11,10/24/2018 09:29,1.3,1,106.8,106.8,2,0.4,0,15
UA000019,UA0000191523330960877,04/10/2018 03:29,04/10/2018 05:47,2.3,1.6,74.4,119.1,2,0.8,0.5,3
UA000015,UA0000151515380055649,01/08/2018 02:54,01/08/2018 03:42,0.8,0.7,108,75.6,1,0.2,0.2,5
UA000018,UA0000181541928323976,11/11/2018 09:25,11/11/2018 12:19,2.9,2.3,105.6,242.9,1,0.3,0.3,18
UA000012,UA0000121535871654734,09/02/2018 07:00,09/02/2018 07:54,0.9,0.8,96,76.8,3,0.3,0.2,20
UA000018,UA0000181524910792851,04/28/2018 10:19,04/28/2018 13:49,3.5,2.7,102,275.4,2,0.4,0.2,1
UA000010,UA0000101544900942796,12/15/2018 19:09,12/15/2018 22:57,3.8,2.4,106.8,256.4,2,0.9,0.6,19
UA000019,UA0000191534727799332,08/20/2018 01:16,08/20/2018 01:22,0.1,0.1,74.4,7.5,3,0,0,18
UA000019,UA0000191530706240618,07/04/2018 12:10,07/04/2018 16:10,4,2.5,91.2,228,2,0.4,0.7,19
UA000016,UA0000161537884031802,09/25/2018 14:00,09/25/2018 17:00,3,2.7,91.2,246.3,3,0.8,0.4,1
UA000013,UA0000131529010333635,06/14/2018 21:05,06/14/2018 22:35,1.5,1.3,72,93.6,1,0.1,0.1,1
UA000011,UA0000111538621894680,10/04/2018 02:58,10/04/2018 06:52,3.9,3.4,86.4,293.8,4,0.6,0.5,4
UA000012,UA0000121529341031391,06/18/2018 16:57,06/18/2018 18:45,1.8,1.3,102,132.6,1,0.5,0.3,6
UA000017,UA0000171535060090596,08/23/2018 21:34,08/24/2018 00:52,3.3,2.2,97.2,213.9,2,0.9,0.5,10
UA000018,UA0000181521776344562,03/23/2018 03:39,03/23/2018 05:51,2.2,1.7,86.4,146.9,0,0.5,0.1,10
UA000016,UA0000161542223568195,11/14/2018 19:26,11/14/2018 19:38,0.2,0.2,104.4,20.9,3,0.1,0.1,16
UA000012,UA0000121515279592120,01/06/2018 22:59,01/07/2018 01:47,2.8,1.9,96,182.4,2,0.3,0.4,4
UA000015,UA0000151537452193095,09/20/2018 14:03,09/20/2018 17:09,3.1,2.7,100.8,272.2,3,0.8,0.6,8
UA000016,UA0000161546149645964,12/30/2018 06:00,12/30/2018 07:06,1.1,1,80.4,80.4,3,0,0.1,2
UA000013,UA0000131540110231712,10/21/2018 08:23,10/21/2018 10:11,1.8,1.5,98.4,147.6,4,0.1,0.1,19
UA000016,UA0000161543806482044,12/03/2018 03:08,12/03/2018 04:02,0.9,0.7,97.2,68.1,0,0.3,0.1,17
UA000018,UA0000181539485455322,10/14/2018 02:50,10/14/2018 05:02,2.2,1.4,94.8,132.8,3,0.4,0.3,3
UA000018,UA0000181539240731444,10/11/2018 06:52,10/11/2018 09:58,3.1,2.3,92.4,212.6,2,0.5,0.1,17
UA000010,UA0000101537064676776,09/16/2018 02:24,09/16/2018 05:48,3.4,2.7,84,226.8,2,0.2,0.7,1
UA000017,UA0000171546561558217,01/04/2019 00:25,01/04/2019 01:37,1.2,0.8,108,86.4,2,0.1,0.2,14
UA000015,UA0000151517940621725,02/06/2018 18:10,02/06/2018 20:04,1.9,1.2,90,108,0,0.4,0.3,5
UA000014,UA0000141536087171159,09/04/2018 18:52,09/04/2018 21:46,2.9,2.1,94.8,199.1,2,0.4,0.3,9
UA000019,UA0000191521986854724,03/25/2018 14:07,03/25/2018 15:55,1.8,1.6,90,144,0,0.4,0.4,2
UA000014,UA0000141539838962081,10/18/2018 05:02,10/18/2018 07:44,2.7,2.2,90,198,2,0.6,0,12
UA000017,UA0000171548654356292,01/28/2019 05:45,01/28/2019 08:21,2.6,1.9,75.6,143.7,1,0.6,0.5,16
UA000015,UA0000151540390603105,10/24/2018 14:16,10/24/2018 16:58,2.7,1.9,103.2,196.1,4,0.1,0.4,14
UA000017,UA0000171546238808469,12/31/2018 06:46,12/31/2018 10:34,3.8,3,97.2,291.6,4,1.1,0.4,14
UA000014,UA0000141518248269540,02/10/2018 07:37,02/10/2018 08:49,1.2,0.8,103.2,82.6,1,0.1,0.2,16
UA000010,UA0000101523395375699,04/10/2018 21:22,04/11/2018 00:34,3.2,2.8,105.6,295.7,3,0.3,0.3,10
UA000013,UA0000131537104007604,09/16/2018 13:20,09/16/2018 14:26,1.1,0.7,92.4,64.7,3,0.1,0.1,5
UA000015,UA0000151541791123796,11/09/2018 19:18,11/09/2018 23:18,4,3.2,99.6,318.8,3,0.9,0.6,10
UA000017,UA0000171530670732144,07/04/2018 02:18,07/04/2018 02:30,0.2,0.2,99.6,20,2,0.1,0.1,11
UA000016,UA0000161545087802088,12/17/2018 23:03,12/17/2018 23:09,0.1,0.1,87.6,8.8,3,0,0,7
UA000018,UA0000181550076759852,02/13/2019 16:52,02/13/2019 17:52,1,0.9,84,75.6,2,0.1,0.1,14
UA000017,UA0000171528720330436,06/11/2018 12:32,06/11/2018 15:20,2.8,2.3,87.6,201.5,3,0.7,0,15
UA000020,UA0000201539605396455,10/15/2018 12:09,10/15/2018 14:33,2.4,1.9,80.4,152.8,3,0.5,0,19
UA000015,UA0000151521488275724,03/19/2018 19:37,03/19/2018 22:49,3.2,2.5,98.4,246,0,0.2,0.5,15
UA000010,UA0000101528712947930,06/11/2018 10:29,06/11/2018 12:23,1.9,1.7,105.6,179.6,1,0.2,0.4,3
UA000012,UA0000121524574826536,04/24/2018 13:00,04/24/2018 15:48,2.8,2.3,102,234.6,1,1,0.3,8
UA000019,UA0000191527428643025,05/27/2018 13:44,05/27/2018 16:56,3.2,2.2,91.2,200.7,0,0.2,0.2,10
UA000011,UA0000111536547864168,09/10/2018 02:51,09/10/2018 04:03,1.2,0.8,82.8,66.3,2,0.4,0.2,15
UA000012,UA0000121530850575981,07/06/2018 04:16,07/06/2018 07:28,3.2,2.3,91.2,209.8,2,0.9,0.7,16
UA000015,UA0000151546202977789,12/30/2018 20:49,12/30/2018 22:07,1.3,0.9,97.2,87.5,1,0.1,0.1,3
UA000017,UA0000171543940513450,12/04/2018 16:21,12/04/2018 19:21,3,2.1,85.2,179,3,0.3,0.2,13
UA000012,UA0000121543169913804,11/25/2018 18:18,11/25/2018 22:18,4,3.6,82.8,298.1,1,0.6,1,3
UA000016,UA0000161538860803711,10/06/2018 21:20,10/06/2018 23:08,1.8,1.3,99.6,129.5,3,0.2,0.3,12
UA000017,UA0000171545366213797,12/21/2018 04:23,12/21/2018 06:47,2.4,1.8,105.6,190.1,3,0.7,0.2,16
UA000020,UA0000201545086657743,12/17/2018 22:44,12/17/2018 23:56,1.2,1,96,96,4,0.3,0,18
UA000010,UA0000101515164600904,01/05/2018 15:03,01/05/2018 16:45,1.7,1.2,99.6,119.6,3,0.2,0.2,18
UA000015,UA0000151526753332628,05/19/2018 18:08,05/19/2018 22:08,4,2.4,108,259.2,1,0.8,0.2,1
UA000020,UA0000201535739077566,08/31/2018 18:11,08/31/2018 21:53,3.7,2.4,88.8,213.2,2,0.5,0.1,11
UA000016,UA0000161535168068427,08/25/2018 03:34,08/25/2018 04:58,1.4,1.1,81.6,89.8,3,0.5,0.2,13
UA000010,UA0000101539098156672,10/09/2018 15:15,10/09/2018 17:39,2.4,2.2,87.6,192.8,3,0.5,0.1,5
UA000010,UA0000101515371510469,01/08/2018 00:31,01/08/2018 03:19,2.8,2.2,86.4,190.1,2,0.6,0.6,19
UA000018,UA0000181525057585962,04/30/2018 03:06,04/30/2018 04:00,0.9,0.7,94.8,66.4,2,0.3,0.2,9
UA000019,UA0000191549152165883,02/03/2019 00:02,02/03/2019 04:02,4,3.3,78,257.4,2,0.6,0.8,11
UA000020,UA0000201551643397731,03/03/2019 20:03,03/03/2019 23:27,3.4,2.1,79.2,166.4,3,0.1,0.2,10
UA000019,UA0000191518569682312,02/14/2018 00:54,02/14/2018 02:12,1.3,1,74.4,74.4,3,0.3,0.2,15
UA000017,UA0000171532236310079,07/22/2018 05:11,07/22/2018 07:59,2.8,2.1,85.2,179,2,0.4,0.6,9
UA000010,UA0000101520440627127,03/07/2018 16:37,03/07/2018 17:07,0.5,0.5,78,39,4,0.1,0.1,4
UA000015,UA0000151548297484426,01/24/2019 02:38,01/24/2019 02:44,0.1,0.1,96,9.6,3,0,0,2
UA000017,UA0000171514917983366,01/02/2018 18:33,01/02/2018 21:15,2.7,2,92.4,184.8,2,0.2,0.6,9
UA000016,UA0000161522055264267,03/26/2018 09:07,03/26/2018 11:01,1.9,1.4,98.4,137.8,4,0,0.2,19
UA000018,UA0000181538107991078,09/28/2018 04:13,09/28/2018 06:55,2.7,1.8,93.6,168.5,0,0.9,0.1,17
UA000016,UA0000161544521879234,12/11/2018 09:51,12/11/2018 12:39,2.8,2.5,96,240,0,0.4,0.6,7
UA000015,UA0000151537859690342,09/25/2018 07:14,09/25/2018 07:26,0.2,0.2,106.8,21.4,1,0,0,19
UA000014,UA0000141516728332817,01/23/2018 17:25,01/23/2018 19:19,1.9,1.4,85.2,119.3,3,0.6,0.1,6
UA000012,UA0000121533876828785,08/10/2018 04:53,08/10/2018 08:41,3.8,2.8,100.8,282.3,2,0.5,0.1,13
UA000011,UA0000111549409493242,02/05/2019 23:31,02/06/2019 00:31,1,0.8,74.4,59.6,3,0.3,0.2,1
UA000010,UA0000101536628269119,09/11/2018 01:11,09/11/2018 01:35,0.4,0.3,72,21.6,3,0.1,0,17
UA000014,UA0000141533496772613,08/05/2018 19:19,08/05/2018 20:43,1.4,1.1,103.2,113.6,1,0.5,0.3,9
UA000013,UA0000131534672522214,08/19/2018 09:55,08/19/2018 12:37,2.7,1.9,75.6,143.7,3,0.6,0,7
UA000017,UA0000171519814590843,02/28/2018 10:43,02/28/2018 12:37,1.9,1.4,98.4,137.8,1,0.6,0.4,10
UA000017,UA0000171539486124218,10/14/2018 03:02,10/14/2018 03:32,0.5,0.5,94.8,47.4,3,0.2,0.1,6
UA000019,UA0000191551372385986,02/28/2019 16:46,02/28/2019 18:40,1.9,1.5,80.4,120.6,2,0.5,0.2,20
UA000013,UA0000131546200884685,12/30/2018 20:14,12/30/2018 20:32,0.3,0.3,82.8,24.9,2,0.1,0.1,3
UA000011,UA0000111527246051992,05/25/2018 11:00,05/25/2018 13:24,2.4,1.6,90,144,3,0.7,0.3,3
UA000016,UA0000161545212320744,12/19/2018 09:38,12/19/2018 12:20,2.7,2.4,102,244.8,0,0.5,0.4,8
UA000011,UA0000111537765088779,09/24/2018 04:58,09/24/2018 06:40,1.7,1.2,90,108,1,0.1,0.3,8
UA000013,UA0000131543740693315,12/02/2018 08:51,12/02/2018 11:27,2.6,2.2,98.4,216.5,3,0.2,0.2,1
UA000018,UA0000181523087632684,04/07/2018 07:53,04/07/2018 11:35,3.7,3.3,96,316.8,4,1,0.8,7
UA000011,UA0000111549338294381,02/05/2019 03:44,02/05/2019 04:14,0.5,0.5,87.6,43.8,0,0.1,0.1,5
UA000017,UA0000171547462090133,01/14/2019 10:34,01/14/2019 14:34,4,3.4,76.8,261.2,2,1.6,1,1
UA000018,UA0000181538084384106,09/27/2018 21:39,09/28/2018 01:33,3.9,3.1,100.8,312.5,2,0.2,0.6,1
UA000020,UA0000201527761532801,05/31/2018 10:12,05/31/2018 13:12,3,2.5,94.8,237,1,0.1,0.2,19
UA000011,UA0000111515182240975,01/05/2018 19:57,01/05/2018 22:39,2.7,1.9,84,159.6,1,0.4,0.2,0
UA000014,UA0000141529676603864,06/22/2018 14:10,06/22/2018 15:40,1.5,1.3,73.2,95.2,2,0.6,0.2,12
UA000012,UA0000121548118453378,01/22/2019 00:54,01/22/2019 02:42,1.8,1.5,100.8,151.2,2,0.6,0,13
UA000017,UA0000171536001995533,09/03/2018 19:13,09/03/2018 21:07,1.9,1.5,88.8,133.2,3,0.2,0,7
UA000019,UA0000191549334924626,02/05/2019 02:48,02/05/2019 04:12,1.4,1.1,76.8,84.5,1,0.4,0.2,14
UA000012,UA0000121536672701836,09/11/2018 13:31,09/11/2018 13:49,0.3,0.3,97.2,29.2,3,0.1,0.1,7
UA000018,UA0000181533124898088,08/01/2018 12:01,08/01/2018 14:25,2.4,1.7,81.6,138.8,2,0.5,0.3,3
UA000014,UA0000141519166579653,02/20/2018 22:43,02/20/2018 23:31,0.8,0.6,103.2,62,1,0.1,0.1,10
UA000012,UA0000121534333297408,08/15/2018 11:41,08/15/2018 13:11,1.5,1.4,82.8,116,1,0.1,0.2,10
UA000017,UA0000171538941821597,10/07/2018 19:50,10/07/2018 19:56,0.1,0.1,79.2,8,1,0,0,9
UA000016,UA0000161535735125053,08/31/2018 17:05,08/31/2018 19:47,2.7,2.1,108,226.8,2,0.3,0.5,13
